ent,mun,loc,upm,est_d,t_loc,id_vivienda,hab
21,140,14,954,48,2,57,4
21,114,1,1760,48,1,2,5
21,114,1,2134,48,1,9,1
21,114,1,2717,48,1,4,4
21,114,1,2278,48,1,4,1
21,114,1,1343,48,1,4,1
21,114,1,1343,48,1,6,6
21,114,1,2359,48,1,4,6
21,114,1,2144,48,1,3,3
21,114,1,3175,48,1,4,4
21,114,1,333,48,1,37,5
21,114,1,1257,48,1,10,7
21,114,1,1257,48,1,21,2
21,114,1,2156,48,1,3,2
21,114,1,731,48,1,53,3
21,114,1,1375,48,1,17,6
21,114,1,229,48,1,91,1
21,114,1,2096,48,1,9,2
21,114,1,1827,48,1,14,5
21,114,1,798,48,1,14,1
21,114,1,3361,48,1,8,2
21,140,1,1128,48,2,12,5
21,114,1,2134,48,1,11,1
21,140,1,1128,48,2,37,3
21,114,1,943,48,1,32,3
21,114,1,1994,48,1,5,7
21,114,1,1338,48,1,26,3
21,114,1,1960,50,1,9,3
21,114,1,1763,50,1,5,6
21,114,1,3418,50,1,1,6
21,114,1,2681,50,1,10,4
21,114,1,1439,50,1,16,2
21,114,1,2681,50,1,7,7
21,114,1,1020,50,1,36,3
21,114,1,1627,50,1,20,7
21,114,1,1020,50,1,33,3
21,114,1,2989,50,1,5,4
21,114,1,948,50,1,74,6
21,119,1,1639,50,2,12,6
21,114,1,1763,50,1,1,7
21,114,1,948,50,1,11,3
21,114,1,2773,50,1,5,4
21,114,1,2433,50,1,1,3
21,114,1,1224,50,1,31,2
21,114,1,1439,50,1,32,4
21,114,1,1299,50,1,22,6
21,114,1,1299,50,1,29,6
21,114,1,2360,50,1,3,3
21,114,1,1439,50,1,24,3
21,114,1,1630,50,1,2,4
21,114,1,1439,50,1,23,3
21,114,1,2989,50,1,3,4
21,114,1,2925,50,1,1,6
21,114,1,335,50,1,31,3
21,114,1,948,50,1,62,3
21,114,1,2989,50,1,4,2
21,114,1,2483,50,1,4,3
21,114,1,2868,50,1,4,4
21,114,1,1404,50,1,14,5
21,114,1,1627,50,1,12,7
21,114,1,1218,50,1,11,1
21,114,1,1960,50,1,14,3
21,114,1,2058,50,1,9,6
21,140,1,1560,50,2,9,4
21,114,1,2248,50,1,5,5
21,114,1,1404,50,1,3,3
21,114,1,948,50,1,65,3
21,114,1,1224,50,1,27,2
21,114,1,1218,50,1,8,7
21,114,1,335,50,1,32,2
21,114,1,2868,50,1,3,7
21,114,1,3418,50,1,3,1
21,114,1,2773,50,1,4,3
21,114,1,470,50,1,5,5
21,114,1,2846,50,1,3,5
21,114,1,335,50,1,25,4
21,114,1,3418,50,1,2,2
21,114,1,2723,50,1,5,6
21,114,1,1627,50,1,8,5
21,114,1,2550,50,1,9,3
21,114,1,1960,50,1,10,6
21,114,1,1960,50,1,15,2
21,114,1,2773,50,1,2,5
21,114,1,2773,50,1,3,4
21,114,1,948,50,1,17,2
21,114,1,2846,50,1,2,4
21,114,1,2248,50,1,1,1
21,119,1,1639,50,2,6,3
21,114,1,2058,50,1,2,6
21,114,1,2483,50,1,3,4
21,114,1,3437,50,1,1,4
21,114,1,1960,50,1,13,3
21,114,1,2291,50,1,3,6
21,114,1,1937,50,1,9,7
21,114,1,2433,50,1,3,5
21,114,1,1224,50,1,24,3
21,114,1,1630,50,1,5,6
21,114,1,2058,50,1,5,6
21,114,1,2681,50,1,9,2
21,114,1,2483,50,1,2,5
21,114,1,1404,50,1,8,2
21,114,1,1937,50,1,8,6
21,114,1,1299,50,1,20,4
21,114,1,1763,50,1,3,4
21,114,1,3437,50,1,4,5
21,114,1,2989,50,1,1,6
21,114,1,2550,50,1,2,2
21,114,1,2058,50,1,4,1
21,114,1,335,50,1,35,7
21,114,1,1224,50,1,6,5
21,114,1,1992,50,1,10,3
21,114,1,2550,50,1,7,1
21,114,1,1020,50,1,52,2
21,114,1,2723,50,1,6,6
21,114,1,2593,50,1,3,5
21,114,1,2925,50,1,8,5
21,114,1,2989,50,1,2,6
21,114,1,2248,50,1,4,6
21,140,1,1560,50,2,13,3
21,114,1,1821,50,1,2,7
21,114,1,1218,50,1,16,6
21,114,1,1937,50,1,12,2
21,114,1,2593,50,1,5,3
21,114,1,1821,50,1,6,6
21,114,1,1224,50,1,18,3
21,114,1,2291,50,1,4,2
21,114,1,2248,50,1,3,4
21,114,1,1627,50,1,10,7
21,114,1,2433,50,1,7,6
21,114,1,3418,50,1,4,1
21,114,1,2846,50,1,5,1
21,114,1,1992,50,1,15,3
21,114,1,1627,50,1,16,7
21,114,1,1630,50,1,3,7
21,114,1,1630,50,1,15,7
21,114,1,2360,50,1,4,5
21,114,1,470,50,1,21,5
21,114,1,2681,50,1,5,2
21,114,1,1299,50,1,23,1
21,114,1,1937,50,1,13,5
21,114,1,2433,50,1,10,1
21,119,1,1639,50,2,7,3
21,114,1,2433,50,1,9,1
21,114,1,1020,50,1,24,1
21,114,1,2723,50,1,10,4
21,114,1,3437,50,1,3,6
21,114,1,1937,50,1,15,4
21,114,1,2483,50,1,1,3
21,114,1,3437,50,1,2,2
21,114,1,1821,50,1,9,5
21,114,1,2058,50,1,1,6
21,119,1,1639,50,2,13,7
21,114,1,2868,50,1,5,3
21,114,1,1404,50,1,15,5
21,114,1,1218,50,1,7,1
21,114,1,2593,50,1,2,1
21,114,1,1439,50,1,5,5
21,114,1,1763,50,1,2,1
21,114,1,2593,50,1,1,5
21,114,1,2291,50,1,5,4
21,114,1,2723,50,1,8,1
21,114,1,2291,50,1,1,1
21,114,1,1763,50,1,4,1
21,114,1,1630,50,1,16,4
21,114,1,1020,50,1,45,6
21,114,1,2360,50,1,2,7
21,114,1,2868,50,1,1,7
21,114,1,2483,50,1,5,5
21,114,1,2773,50,1,1,4
21,114,1,2291,50,1,2,6
21,114,1,3437,50,1,5,2
21,114,1,2550,50,1,5,3
21,114,1,2925,50,1,10,2
21,114,1,2925,50,1,4,3
21,114,1,470,50,1,33,3
21,114,1,1992,50,1,11,2
21,114,1,2550,50,1,8,4
21,114,1,2846,50,1,1,6
21,114,1,2846,50,1,4,7
21,114,1,2360,50,1,1,2
21,140,1,1560,50,2,10,6
21,114,1,2681,50,1,4,5
21,114,1,2593,50,1,4,1
21,114,1,1404,50,1,13,4
21,114,1,470,50,1,6,5
21,114,1,1299,50,1,2,4
21,114,1,470,50,1,64,6
21,114,1,1821,50,1,1,5
21,114,1,1821,50,1,8,2
21,114,1,2360,50,1,5,7
21,114,1,2248,50,1,2,1
21,114,1,1992,50,1,5,7
21,114,1,2868,50,1,2,1
21,119,1,1639,50,2,11,2
21,114,1,3418,50,1,5,6
21,140,1,1560,50,2,1,7
21,140,1,1560,50,2,2,3
21,114,1,335,50,1,39,6
21,114,1,2925,50,1,6,3
21,114,1,1218,50,1,15,2
21,114,1,2723,50,1,7,4
21,114,1,1992,50,1,7,5
21,114,1,465,51,1,64,4
21,114,1,2311,51,1,5,2
21,114,1,2718,51,1,4,1
21,114,1,465,51,1,38,1
21,114,1,2740,51,1,5,4
21,114,1,1226,51,1,23,3
21,114,1,2175,51,1,4,6
21,114,1,1061,51,1,37,4
21,114,1,1860,51,1,4,2
21,114,1,2175,51,1,5,7
21,114,1,2311,51,1,4,5
21,114,1,2813,51,1,3,5
21,114,1,1030,51,1,7,2
21,114,1,2362,51,1,10,6
21,114,1,2241,51,1,10,5
21,114,1,2990,51,1,5,4
21,114,1,2175,51,1,2,1
21,114,1,2485,51,1,1,7
21,114,1,2724,51,1,2,5
21,114,1,2643,51,1,1,4
21,114,1,2492,51,1,1,4
21,114,1,2241,51,1,5,3
21,114,1,1100,51,1,35,4
21,114,1,846,51,1,38,3
21,114,1,2813,51,1,5,5
21,114,1,1327,51,1,26,3
21,114,1,2997,51,1,7,5
21,114,1,2990,51,1,1,5
21,114,1,465,51,1,14,7
21,114,1,1226,51,1,29,5
21,114,1,1100,51,1,4,1
21,114,1,2700,51,1,2,5
21,114,1,2805,51,1,5,4
21,119,1,1637,51,2,30,7
21,114,1,1226,51,1,9,4
21,114,1,2757,51,1,5,5
21,114,1,3299,51,1,9,4
21,114,1,1327,51,1,2,2
21,114,1,1226,51,1,5,1
21,114,1,2464,51,1,10,5
21,114,1,2776,51,1,3,5
21,114,1,465,51,1,37,1
21,114,1,3240,51,1,2,7
21,114,1,2650,51,1,2,1
21,114,1,1407,51,1,13,3
21,114,1,2813,51,1,1,6
21,114,1,2757,51,1,3,4
21,114,1,2451,51,1,1,6
21,114,1,1030,51,1,20,1
21,114,1,1860,51,1,7,7
21,119,1,1246,51,2,2,6
21,119,1,1246,51,2,13,4
21,114,1,2234,51,1,4,1
21,114,1,2776,51,1,5,4
21,114,1,3299,51,1,3,4
21,114,1,1100,51,1,34,2
21,114,1,2175,51,1,3,6
21,114,1,2805,51,1,3,7
21,114,1,1407,51,1,10,4
21,114,1,2362,51,1,4,3
21,114,1,2394,51,1,5,7
21,114,1,2029,51,1,10,1
21,114,1,2492,51,1,2,5
21,114,1,2311,51,1,1,6
21,114,1,2559,51,1,1,4
21,119,1,1246,51,2,11,1
21,114,1,2234,51,1,2,5
21,114,1,2443,51,1,1,4
21,114,1,2311,51,1,3,3
21,114,1,2451,51,1,3,2
21,114,1,1061,51,1,38,4
21,114,1,2559,51,1,4,3
21,114,1,2453,51,1,2,3
21,114,1,2650,51,1,3,6
21,114,1,1327,51,1,10,7
21,114,1,2241,51,1,6,7
21,114,1,2478,51,1,4,7
21,114,1,2453,51,1,5,5
21,114,1,2783,51,1,2,1
21,114,1,2997,51,1,8,1
21,114,1,2643,51,1,5,1
21,114,1,2029,51,1,1,3
21,114,1,2776,51,1,4,6
21,114,1,2394,51,1,1,6
21,114,1,2546,51,1,4,2
21,114,1,2451,51,1,5,2
21,114,1,2718,51,1,1,5
21,114,1,2740,51,1,1,6
21,114,1,2724,51,1,3,2
21,114,1,2464,51,1,4,4
21,114,1,2478,51,1,3,5
21,114,1,2234,51,1,3,4
21,114,1,2990,51,1,4,5
21,114,1,2757,51,1,1,5
21,114,1,2492,51,1,3,3
21,114,1,2783,51,1,4,3
21,114,1,2776,51,1,1,6
21,114,1,2443,51,1,4,5
21,114,1,2485,51,1,3,7
21,114,1,2740,51,1,4,7
21,114,1,2559,51,1,3,3
21,114,1,2776,51,1,2,7
21,114,1,1531,51,1,19,6
21,114,1,1061,51,1,42,4
21,114,1,2241,51,1,9,1
21,114,1,3240,51,1,3,7
21,114,1,2650,51,1,4,1
21,114,1,2485,51,1,4,5
21,114,1,2029,51,1,5,1
21,114,1,2485,51,1,5,5
21,114,1,3299,51,1,8,1
21,114,1,2492,51,1,4,6
21,114,1,2783,51,1,5,2
21,114,1,3240,51,1,4,6
21,114,1,2362,51,1,2,7
21,114,1,2990,51,1,2,3
21,114,1,2559,51,1,5,3
21,114,1,2029,51,1,3,7
21,114,1,1407,51,1,11,5
21,114,1,2453,51,1,1,1
21,114,1,1407,51,1,3,7
21,114,1,465,51,1,30,5
21,114,1,2997,51,1,2,5
21,114,1,2464,51,1,3,3
21,114,1,1327,51,1,9,3
21,114,1,3240,51,1,5,5
21,114,1,1030,51,1,27,6
21,114,1,2394,51,1,4,3
21,114,1,1030,51,1,15,1
21,114,1,2311,51,1,2,4
21,114,1,2394,51,1,2,4
21,114,1,846,51,1,7,5
21,119,1,1246,51,2,22,5
21,119,1,1246,51,2,1,5
21,114,1,846,51,1,36,4
21,114,1,2805,51,1,2,3
21,114,1,2757,51,1,2,4
21,114,1,2854,51,1,3,1
21,114,1,1061,51,1,22,4
21,114,1,2453,51,1,3,6
21,114,1,2362,51,1,9,2
21,114,1,1531,51,1,17,5
21,114,1,2241,51,1,2,4
21,114,1,1327,51,1,17,1
21,114,1,1226,51,1,32,3
21,114,1,2485,51,1,2,2
21,114,1,2175,51,1,1,2
21,114,1,2234,51,1,5,4
21,114,1,846,51,1,16,1
21,114,1,2997,51,1,9,1
21,114,1,2700,51,1,5,3
21,114,1,2643,51,1,2,1
21,114,1,2451,51,1,4,7
21,114,1,2394,51,1,3,2
21,114,1,2643,51,1,4,5
21,114,1,1061,51,1,56,6
21,114,1,2443,51,1,3,1
21,114,1,2443,51,1,5,7
21,114,1,2546,51,1,7,1
21,114,1,2464,51,1,8,6
21,119,1,1637,51,2,26,2
21,119,1,1637,51,2,27,3
21,119,1,1637,51,2,32,7
21,114,1,1531,51,1,22,2
21,114,1,2464,51,1,1,3
21,114,1,2478,51,1,2,5
21,114,1,2478,51,1,1,7
21,114,1,2546,51,1,6,4
21,114,1,2546,51,1,10,6
21,114,1,2559,51,1,2,6
21,114,1,3299,51,1,6,7
21,114,1,2740,51,1,3,5
21,114,1,2643,51,1,3,2
21,114,1,1860,51,1,8,4
21,114,1,2724,51,1,1,3
21,114,1,2451,51,1,2,3
21,114,1,2997,51,1,1,2
21,114,1,2700,51,1,1,5
21,114,1,2700,51,1,3,2
21,114,1,2234,51,1,1,2
21,114,1,2700,51,1,4,7
21,114,1,2718,51,1,2,4
21,114,1,2718,51,1,3,4
21,114,1,2813,51,1,9,7
21,114,1,2724,51,1,5,7
21,114,1,1860,51,1,10,1
21,114,1,2453,51,1,4,2
21,114,1,1030,51,1,18,5
21,114,1,2854,51,1,4,6
21,114,1,2813,51,1,8,1
21,114,1,2854,51,1,5,4
21,114,1,2854,51,1,1,7
21,114,1,2854,51,1,8,2
21,114,1,2805,51,1,1,6
21,114,1,2362,51,1,3,3
21,114,1,2546,51,1,9,5
21,114,1,1531,51,1,11,1
21,114,1,1531,51,1,8,2
21,114,1,2805,51,1,4,5
21,114,1,1100,51,1,7,5
21,114,1,2650,51,1,5,1
21,114,1,2990,51,1,3,2
21,114,1,1407,51,1,5,3
21,114,1,3240,51,1,1,6
21,114,1,2740,51,1,2,5
21,114,1,2029,51,1,8,7
21,114,1,3299,51,1,4,2
21,114,1,2724,51,1,4,3
21,114,1,2478,51,1,5,5
21,114,1,2783,51,1,1,2
21,114,1,2718,51,1,5,5
21,114,1,1100,51,1,10,7
21,114,1,2650,51,1,1,3
21,114,1,2492,51,1,5,7
21,114,1,2757,51,1,4,2
21,114,1,1860,51,1,2,7
21,114,1,2783,51,1,3,1
21,119,1,1637,51,2,16,6
21,114,1,846,51,1,15,4
21,114,1,2443,51,1,2,4
11,20,1,1695,52,1,5,4
11,20,1,1695,52,1,3,7
11,20,1,1816,52,1,10,4
11,20,1,1816,52,1,8,4
11,20,1,1563,52,1,5,7
11,20,1,1816,52,1,7,4
11,20,1,1816,52,1,9,7
11,20,1,1816,52,1,2,6
11,20,1,1563,52,1,9,2
11,20,1,1695,52,1,4,3
11,20,1,1695,52,1,1,5
11,20,1,1563,52,1,1,6
11,20,1,1563,52,1,4,6
11,20,1,1695,52,1,2,1
11,20,1,1563,52,1,11,5
11,20,1,1828,53,1,1,7
11,20,1,120,53,1,191,7
11,20,1,27,53,1,176,1
11,20,1,27,53,1,69,3
11,20,1,124,53,1,48,6
11,20,1,39,53,1,149,4
11,20,1,278,53,1,38,4
11,20,1,66,53,1,219,1
11,20,1,1110,53,1,22,6
11,20,1,39,53,1,175,1
11,20,1,7,53,1,184,2
11,20,1,120,53,1,217,6
11,20,1,120,53,1,70,1
11,20,1,27,53,1,227,3
11,20,1,1537,53,1,4,1
11,20,1,147,53,1,17,7
11,20,1,1537,53,1,6,1
11,20,1,7,53,1,15,6
11,20,1,7,53,1,276,6
11,20,1,120,53,1,134,2
11,20,1,43,53,1,35,6
11,20,1,11,53,1,142,1
11,20,1,124,53,1,53,3
11,20,1,16,53,1,274,4
11,20,1,1702,53,1,3,5
11,20,1,43,53,1,224,4
11,31,1,2084,53,2,5,6
11,20,1,3,53,1,5,2
11,20,1,1910,53,1,11,6
11,20,1,16,53,1,276,2
11,20,1,278,53,1,1,5
11,20,1,24,53,1,285,3
11,20,1,43,53,1,176,1
11,20,1,124,53,1,142,1
11,20,1,7,53,1,174,3
11,20,1,124,53,1,35,7
11,20,1,66,53,1,171,3
11,20,1,1994,53,1,11,4
11,20,1,1110,53,1,13,6
11,20,1,147,53,1,54,1
11,20,1,3,53,1,151,7
11,20,1,1910,53,1,1,4
11,20,1,411,53,1,16,3
11,20,1,24,53,1,42,5
11,20,1,16,53,1,110,3
11,20,1,1828,53,1,6,1
11,20,1,1702,53,1,13,1
11,20,1,1696,53,1,1,2
11,20,1,16,53,1,134,3
11,20,1,1110,53,1,6,2
11,20,1,1994,53,1,4,1
11,20,1,411,53,1,23,5
11,20,1,124,53,1,18,5
11,20,1,66,53,1,154,7
11,20,1,1994,53,1,9,7
11,31,1,2084,53,2,1,5
11,20,1,24,53,1,213,3
11,20,1,147,53,1,59,1
11,20,1,3,53,1,116,4
11,20,1,1828,53,1,10,2
11,20,1,1696,53,1,6,7
11,20,1,120,53,1,160,6
11,20,1,1110,53,1,10,5
11,20,1,11,53,1,169,7
11,20,1,1537,53,1,5,2
11,20,1,66,53,1,109,1
11,20,1,1702,53,1,6,5
11,20,1,1994,53,1,7,5
11,20,1,11,53,1,59,2
11,20,1,278,53,1,89,6
11,20,1,1961,53,1,5,6
11,20,1,1702,53,1,20,2
11,20,1,1961,53,1,1,3
11,20,1,3,53,1,8,4
11,20,1,411,53,1,15,6
11,20,1,1961,53,1,2,1
11,20,1,1537,53,1,3,7
11,20,1,147,53,1,96,4
11,20,1,411,53,1,32,5
11,20,1,1828,53,1,2,7
11,20,1,43,53,1,5,2
11,20,1,27,53,1,143,1
11,20,1,1702,53,1,18,2
11,20,1,1110,53,1,21,7
11,20,1,1537,53,1,13,3
11,31,1,2084,53,2,4,3
11,20,1,11,53,1,57,5
11,20,1,7,53,1,119,7
11,20,1,278,53,1,21,1
11,20,1,11,53,1,10,7
11,20,1,43,53,1,108,6
11,20,1,39,53,1,73,3
11,20,1,1696,53,1,5,7
11,20,1,411,53,1,49,6
11,20,1,66,53,1,199,5
11,20,1,24,53,1,245,2
11,20,1,1910,53,1,4,2
11,20,1,1910,53,1,5,5
11,20,1,1696,53,1,9,2
11,20,1,39,53,1,150,4
11,20,1,1961,53,1,3,6
11,20,1,1696,53,1,3,4
11,20,1,27,53,1,117,7
11,20,1,39,53,1,74,6
11,20,1,147,53,1,39,2
11,20,1,278,53,1,63,4
11,20,1,16,53,1,88,3
11,20,1,24,53,1,116,2
11,31,1,2084,53,2,3,4
11,20,1,3,53,1,9,7
11,20,1,1828,53,1,8,3
11,31,1,2084,53,2,2,3
11,20,1,1961,53,1,4,7
11,20,1,1910,53,1,15,5
11,20,1,1994,53,1,15,5
11,20,1,500,54,1,34,1
11,20,1,1206,54,1,10,7
11,20,1,472,54,1,35,5
11,20,1,738,54,1,44,6
11,31,1,2060,54,2,3,6
11,20,1,1722,54,1,6,2
11,20,1,430,54,1,78,2
11,20,1,620,54,1,33,1
11,20,1,412,54,1,55,6
11,20,1,1039,54,1,2,7
11,20,1,1819,54,1,10,7
11,25,1,2042,54,2,1,5
11,20,1,893,54,1,32,1
11,20,1,19,54,1,242,3
11,20,1,986,54,1,2,5
11,20,1,1578,54,1,11,3
11,20,1,1739,54,1,12,5
11,20,1,524,54,1,60,7
11,20,1,1578,54,1,7,1
11,20,1,1845,54,1,4,3
11,20,1,1848,54,1,4,1
11,20,1,397,54,1,30,4
11,20,1,1921,54,1,5,3
11,20,1,1722,54,1,7,6
11,20,1,524,54,1,3,3
11,20,1,1014,54,1,32,6
11,20,1,559,54,1,58,5
11,20,1,1423,54,1,5,3
11,20,1,1341,54,1,4,2
11,20,1,1414,54,1,34,2
11,20,1,1669,54,1,3,5
11,20,1,287,54,1,91,6
11,20,1,1940,54,1,4,7
11,20,1,524,54,1,5,5
11,20,1,571,54,1,28,1
11,25,1,2012,54,2,3,7
11,20,1,1202,54,1,11,7
11,20,1,708,54,1,46,5
11,20,1,1992,54,1,3,4
11,20,1,417,54,1,9,6
11,20,1,575,54,1,26,2
11,20,1,620,54,1,50,3
11,20,1,1875,54,1,1,6
11,20,1,513,54,1,48,7
11,20,1,1819,54,1,6,3
11,20,1,1973,54,1,3,7
11,25,1,2002,54,2,5,5
11,31,1,2167,54,2,4,1
11,20,1,1089,54,1,39,7
11,20,1,417,54,1,12,4
11,20,1,1841,54,1,7,7
11,20,1,752,54,1,26,1
11,20,1,1427,54,1,8,1
11,20,1,29,54,1,131,1
11,20,1,1887,54,1,9,5
11,31,1,2156,54,2,1,4
11,25,1,2021,54,2,2,1
11,25,1,2021,54,2,10,1
11,31,1,2161,54,2,6,4
11,20,1,1144,54,1,6,5
11,20,1,1992,54,1,4,3
11,20,1,1059,54,1,9,3
11,20,1,1977,54,1,1,3
11,20,1,1845,54,1,2,3
11,20,1,1977,54,1,3,3
11,20,1,666,54,1,32,3
11,20,1,322,54,1,85,3
11,20,1,49,54,1,124,5
11,20,1,1126,54,1,1,5
11,20,1,752,54,1,24,7
11,20,1,1973,54,1,7,2
11,20,1,110,54,1,19,6
11,31,1,2091,54,2,1,5
11,20,1,1043,54,1,1,4
11,20,1,1059,54,1,33,3
11,20,1,1414,54,1,36,4
11,20,1,660,54,1,41,3
11,20,1,505,54,1,4,6
11,31,1,2156,54,2,7,4
11,20,1,805,54,1,25,6
11,20,1,575,54,1,9,4
11,20,1,1693,54,1,3,5
11,20,1,591,54,1,23,7
11,20,1,205,54,1,63,6
11,20,1,1126,54,1,12,3
11,20,1,83,54,1,38,1
11,25,1,2042,54,2,2,5
11,20,1,466,54,1,66,6
11,20,1,1977,54,1,2,1
11,20,1,19,54,1,320,7
11,20,1,684,54,1,5,3
11,20,1,571,54,1,15,2
11,20,1,19,54,1,324,3
11,20,1,867,54,1,24,7
11,20,1,453,54,1,65,7
11,20,1,83,54,1,66,4
11,20,1,1937,54,1,4,7
11,31,1,2091,54,2,2,2
11,20,1,322,54,1,9,7
11,20,1,1177,54,1,26,2
11,20,1,397,54,1,53,3
11,20,1,591,54,1,29,3
11,20,1,49,54,1,123,3
11,20,1,412,54,1,26,5
11,20,1,867,54,1,23,7
11,20,1,1578,54,1,6,5
11,20,1,205,54,1,44,7
11,20,1,1545,54,1,9,2
11,20,1,168,54,1,24,4
11,25,1,2008,54,2,7,7
11,20,1,439,54,1,13,1
11,20,1,1726,54,1,6,5
11,31,1,2161,54,2,4,4
11,20,1,703,54,1,20,5
11,31,1,2138,54,2,1,6
11,20,1,430,54,1,28,7
11,20,1,1427,54,1,4,6
11,20,1,45,54,1,1,6
11,20,1,1130,54,1,14,2
11,20,1,1718,54,1,7,4
11,20,1,208,54,1,96,3
11,20,1,1266,54,1,6,7
11,20,1,708,54,1,7,1
11,20,1,325,54,1,26,7
11,20,1,1177,54,1,25,5
11,20,1,893,54,1,19,4
11,20,1,1341,54,1,1,2
11,20,1,905,54,1,31,6
11,20,1,599,54,1,19,3
11,25,1,2036,54,2,2,5
11,20,1,287,54,1,55,5
11,20,1,420,54,1,6,5
11,20,1,325,54,1,57,1
11,20,1,439,54,1,26,4
11,25,1,2008,54,2,6,4
11,20,1,1865,54,1,7,6
11,20,1,805,54,1,40,1
11,20,1,420,54,1,15,6
11,31,1,2138,54,2,3,2
11,20,1,1247,54,1,30,2
11,20,1,1875,54,1,8,4
11,20,1,208,54,1,57,2
11,20,1,208,54,1,128,4
11,20,1,1266,54,1,4,5
11,20,1,1718,54,1,8,3
11,20,1,1665,54,1,4,4
11,20,1,1779,54,1,8,4
11,31,1,2138,54,2,2,3
11,20,1,34,54,1,185,4
11,20,1,64,54,1,144,6
11,20,1,1757,54,1,3,4
11,20,1,1669,54,1,4,1
11,20,1,29,54,1,102,3
11,20,1,1050,54,1,4,3
11,20,1,738,54,1,32,5
11,20,1,430,54,1,5,7
11,20,1,143,54,1,55,3
11,20,1,562,54,1,75,4
11,20,1,1837,54,1,10,6
11,31,1,2070,54,2,1,3
11,31,1,2070,54,2,4,2
11,20,1,64,54,1,25,7
11,20,1,1865,54,1,8,3
11,20,1,397,54,1,36,1
11,20,1,943,54,1,2,2
11,20,1,867,54,1,13,6
11,31,1,2129,54,2,2,4
11,20,1,562,54,1,60,2
11,20,1,575,54,1,45,7
11,20,1,666,54,1,2,4
11,20,1,417,54,1,59,6
11,31,1,2115,54,2,3,6
11,20,1,1144,54,1,14,4
11,20,1,1775,54,1,8,4
11,20,1,1869,54,1,3,1
11,20,1,591,54,1,6,4
11,20,1,620,54,1,31,6
11,20,1,49,54,1,139,7
11,20,1,1819,54,1,7,7
11,31,1,2054,54,2,3,3
11,20,1,1982,54,1,5,3
11,20,1,1837,54,1,6,3
11,20,1,505,54,1,18,6
11,20,1,1631,54,1,5,4
11,20,1,143,54,1,73,2
11,20,1,955,54,1,26,5
11,20,1,1973,54,1,2,6
11,31,1,2167,54,2,5,6
11,20,1,1669,54,1,1,7
11,25,1,2029,54,2,6,2
11,20,1,1050,54,1,11,4
11,20,1,466,54,1,61,3
11,20,1,559,54,1,6,5
11,20,1,893,54,1,56,1
11,20,1,733,54,1,20,2
11,20,1,1126,54,1,10,3
11,20,1,1940,54,1,3,1
11,20,1,1894,54,1,1,5
11,20,1,1089,54,1,50,5
11,20,1,420,54,1,65,4
11,20,1,699,54,1,10,3
11,20,1,34,54,1,131,5
11,20,1,1887,54,1,10,6
11,20,1,521,54,1,41,7
11,20,1,599,54,1,18,5
11,20,1,708,54,1,44,5
11,20,1,500,54,1,8,3
11,20,1,1039,54,1,1,6
11,25,1,2008,54,2,4,7
11,20,1,1206,54,1,17,4
11,20,1,420,54,1,30,3
11,20,1,1954,54,1,2,2
11,20,1,900,54,1,7,7
11,25,1,2042,54,2,4,4
11,31,1,2070,54,2,3,6
11,20,1,703,54,1,25,3
11,31,1,2118,54,2,1,6
11,20,1,472,54,1,14,6
11,20,1,168,54,1,6,3
11,20,1,1985,54,1,1,1
11,20,1,583,54,1,5,3
11,20,1,439,54,1,76,7
11,20,1,1050,54,1,6,5
11,25,1,2002,54,2,9,2
11,20,1,599,54,1,32,5
11,20,1,1173,54,1,8,5
11,25,1,2036,54,2,1,7
11,20,1,1130,54,1,24,7
11,31,1,2054,54,2,5,3
11,20,1,1043,54,1,15,3
11,20,1,874,54,1,23,2
11,20,1,259,54,1,40,3
11,20,1,19,54,1,18,2
11,20,1,1014,54,1,26,5
11,20,1,1718,54,1,14,5
11,20,1,417,54,1,25,6
11,20,1,1785,54,1,7,5
11,20,1,684,54,1,19,5
11,20,1,1894,54,1,4,6
11,20,1,1321,54,1,9,4
11,20,1,571,54,1,12,6
11,20,1,938,54,1,9,4
11,20,1,227,54,1,52,6
11,20,1,1047,54,1,14,6
11,20,1,1945,54,1,4,3
11,20,1,1958,54,1,2,3
11,20,1,1266,54,1,2,1
11,20,1,752,54,1,28,4
11,20,1,1039,54,1,3,7
11,20,1,738,54,1,16,5
11,20,1,1985,54,1,2,4
11,20,1,1209,54,1,7,7
11,20,1,1423,54,1,11,3
11,20,1,986,54,1,8,1
11,20,1,1059,54,1,21,3
11,20,1,1139,54,1,6,4
11,20,1,1954,54,1,7,7
11,20,1,680,54,1,16,5
11,20,1,881,54,1,13,5
11,20,1,1247,54,1,21,5
11,20,1,684,54,1,26,1
11,31,1,2060,54,2,1,4
11,31,1,2088,54,2,1,7
11,20,1,472,54,1,66,6
11,20,1,1969,54,1,4,2
11,20,1,733,54,1,12,5
11,20,1,1089,54,1,24,4
11,20,1,1831,54,1,1,2
11,20,1,905,54,1,12,5
11,20,1,1679,54,1,15,3
11,20,1,1054,54,1,22,7
11,20,1,575,54,1,7,2
11,25,1,2029,54,2,7,1
11,20,1,1177,54,1,33,6
11,20,1,1173,54,1,3,6
11,20,1,45,54,1,42,5
11,25,1,2036,54,2,4,4
11,20,1,1549,54,1,9,2
11,25,1,2012,54,2,4,2
11,20,1,424,54,1,84,1
11,20,1,1999,54,1,17,7
11,20,1,900,54,1,4,6
11,20,1,1139,54,1,26,3
